"title","location","date"
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-07-10
"Memorandum Prepared for the Under Secretary of State (Lovett)1","Washington",1948-07-12
"Memorandum of Conversation, by the Under Secretary of State (Lovett)","Washington",1948-07-13
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-07-16
"Memorandum of Conversation, by the Acting Assistant Chief of the Division of Southeast Asian Affairs (Lacy)","Washington",1948-07-21
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-07-21
"Memorandum by Mr. John C. Ross, Deputy to the United States Representative at the united Nations (Austin)1","New York",1948-07-23
"The Secretary of State to the Consulate General at Batavia 1","Washington",1948-07-23
"The Secretary of State to the Consulate General at Batavia 1","Washington",1948-07-23
"The Secretary of State to the Embassy in Pakistan","Washington",1948-07-23
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-07-26
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington",1948-07-27
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-07-28
"Memorandum of Conversation, by the Chief of the Division of Financial Affairs (Spiegel)","Washington",1948-07-28
"The Acting United States Representative at the United Nations (Jessup) to the Secretary of State","New York",1948-07-28
"The Acting United States Representative at the United Nations (Jessup) to the Secretary of State","New York",1948-07-29
"The Secretary of State to the Consulate General at Batavia","Washington",1948-07-30
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington",1948-08-02
"The Secretary of State to the Pakistani Chargé (Baig)","Washington",1948-08-06
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-10
"Position Paper Prepared at the United States Mission to the United Nations 1","New York",1948-08-12
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague",1948-08-12
"Memorandum by Mr. Charles S. Reed of the Division of Southeast Asian Affairs to the Director of the Office of Far Eastern Affairs (Butterworth)","Washington",1948-08-13
"The Secretary of State to the Consulate General at Batavia","Washington",1948-08-13
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-16
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-16
"Policy Statement of the Department of State","Washington",1948-08-18
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-19
"The Ambassador in Belgium (Kirk) to the Secretary of State","Brussels",1948-08-19
"The Ambassador in the Soviet Union (Smith) to the Secretary of State","Moscow",1948-08-21
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-22
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-26
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-27
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-08-28
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague",1948-09-01
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-01
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-02
"The Secretary of State to the Embassy in Norway","Washington",1948-09-02
"Memorandum by Mr. James W. Barco, of the Division of United Nations Political Affairs, to the Director of the Office of United Nations Affairs (Rusk)","Washington",1948-09-03
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-03
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-07
"The Secretary of State to the Consulate General at Batavia 1","Washington",1948-09-08
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-09
"The Secretary of State to the Embassy in the Netherlands","Washington",1948-09-09
"The Secretary of State to the Embassy in Belgium","Washington",1948-09-09
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague",1948-09-10
"The Ambassador in Belgium (Kirk) to the Secretary of State 1","Brussels",1948-09-10
"The Ambassador in Belgium (Kirk) to the Secretary of State","Brussels",1948-09-10
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-10
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-11
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-13
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-13
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-13
"The Secretary of State to the Embassy in the Netherlands","Washington",1948-09-14
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-15
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-16
"Memorandum of Conversation, by the Secretary of State","Washington",1948-09-17
"Memorandum of Conversation, by the Under Secretary of State (Lovett)","Washington",1948-09-17
"Memorandum of Conversation, Prepared in the Office of Far Eastern Affairs","Washington",1948-09-17
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-17
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-17
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-18
"The Secretary of State to the Consulate General at Batavia","Washington",1948-09-18
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-19
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-19
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-20
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-20
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-09-20
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-21
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington",1948-09-22
"The Acting Secretary of State to the Consulate General at Saigon","Washington",1948-09-22
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-23
"Memorandum Prepared for the Acting Secretary of State 1","Washington",1948-09-23
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington",1948-09-23
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-23
"Minutes of the Third Meeting of the United States Delegation, Paris Hotel d’Iéna, September 23, 1948, 9:15 a. m.","Paris",1948-09-23
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-23
"Memorandum of Conversation, by Mr. G. Hayden Raynor of the Advisory Staff of the United States Delegation","Paris",1948-09-24
"Memorandum of Conversation, by the Chief of the Division of Southeast Asian Affairs (Reed)","Washington",1948-09-24
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-25
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-25
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-25
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-26
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-09-26
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague",1948-09-26
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague",1948-09-27
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-09-27
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-09-28
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-09-29
"The Acting Secretary of State to the Embassy in France 1","Washington",1948-10-01
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington",1948-10-01
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-10-01
"Memorandum of Conversation, by the Counselor of the Department of State (Bohlen)1","Paris",1948-10-04
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-10-05
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-10-05
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-10-06
"The Acting Secretary of State to the Embassy in the Netherlands","Washington",1948-10-06
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-10-07
"Memorandum of Conversation, by the Acting Chief of the Division of United Nations Political Affairs (Bancroft)","Paris",1948-10-08
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-10-08
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague",1948-10-08
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague",1948-10-08
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington",1948-10-08
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-10-10
"The Acting Secretary of State to the Embassy in the Netherlands 1","Washington",1948-10-10
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington",1948-10-11
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-10-11
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-10-12
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Batavia",1948-10-12
"The Consul General at Batavia (Livengood) to the Secretary of State","Batavia",1948-10-13
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington",1948-10-12
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-10-12
"The Acting Secretary of State to the Embassy in the Netherlands","Washington",1948-10-12
"The Secretary of State to the Acting Secretary of State","Paris",1948-10-13
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague",1948-10-13
"The Acting Secretary of State to the Consulate General at Batavia","Washington",1948-10-13
