"title","location","date","lat","long","region"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-02-26",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the United States Representative at the United Nations (Austin)1","Washington","1948-02-27",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-03-01",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-03-02",52.07494555,4.26968022053645,"Europe"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-03-02",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-04",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-04",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-03-05",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-06",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-10",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-15",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-17",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-17",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-17",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-18",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-20",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-23",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-25",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-25",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-03-26",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-03-31",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-04-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-02",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-04-02",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Assistant Chief of the Division of South Asian Affairs (Mathews)","Washington","1948-04-02",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-06",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-04-06",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-08",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-08",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-04-08",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-10",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-11",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-16",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-04-19",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-20",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-21",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-21",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-04-21",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-04-22",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-04-23",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-26",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-28",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-30",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-04-30",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-04-30",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Secretary of State 1","Washington","1948-05-04",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-05-07",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-05-07",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-10",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-11",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-12",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-13",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-05-14",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Assistant Chief of the Division of Southeast Asian Affairs (Lacy)","Washington","1948-05-17",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-18",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the United States Representative at the United Nations (Austin)","Washington","1948-05-18",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-21",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-21",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-25",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the United Kingdom (Douglas) to the Secretary of State","London","1948-05-25",51.5073219,-0.1276474,"Europe"
"Memorandum of Conversation, by the Under Secretary of State (Lovett)","Washington","1948-05-27",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-05-27",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-28",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-28",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-05-28",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-05-28",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-29",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-29",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-30",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-31",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-05-31",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate at Haifa","Washington","1948-05-31",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-05-31",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-01",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-06-01",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-02",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-03",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-03",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-06-03",38.8948932,-77.0365529,"North America"
"The United States Representative, Committee of Good Offices (duBois) to the Secretary of State","Kaliurang, Java","1948-06-05",-7.58965275,110.388760717632,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-06-05",52.07494555,4.26968022053645,"Europe"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-06-05",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1948-06-05",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-06",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-07",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-08",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-06-08",52.07494555,4.26968022053645,"Europe"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-06-08",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-11",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-06-12",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-12",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-06-12",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Embassy in the Netherlands","Washington","1948-06-12",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Under Secretary of State (Lovett)","Washington","1948-06-14",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1948-06-14",38.8948932,-77.0365529,"North America"
"Memorandum of conversation, by the acting assistant chief of the division of southeast Asian affairs (lacy)","Washington","1948-06-15",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-16",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-06-16",-6.1753942,106.827183,"Asia and Pacific"
